Code département,département,circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation (%),1 Sexe candidat,1 Nom candidat,1 Prénom candidat,1 Etiquette liste,1 nuance,1 voix,1 Accès second tour,2 Sexe candidat,2 Nom candidat,2 Prénom candidat,2 Etiquette liste,2 nuance,2 voix,2 Accès second tour,3 Sexe candidat,3 Nom candidat,3 Prénom candidat,3 Etiquette liste,3 nuance,3 voix,3 Accès second tour,4 Sexe candidat,4 Nom candidat,4 Prénom candidat,4 Etiquette liste,4 nuance,4 voix,4 Accès second tour,5 Sexe candidat,5 Nom candidat,5 Prénom candidat,5 Etiquette liste,5 nuance,5 voix,5 Accès second tour,6 Sexe candidat,6 Nom candidat,6 Prénom candidat,6 Etiquette liste,6 nuance,6 voix,6 Accès second tour,7 Sexe candidat,7 Nom candidat,7 Prénom candidat,7 Etiquette liste,7 nuance,7 voix,7 Accès second tour,8 Sexe candidat,8 Nom candidat,8 Prénom candidat,8 Etiquette liste,8 nuance,8 voix,8 Accès second tour,9 Sexe candidat,9 Nom candidat,9 Prénom candidat,9 Etiquette liste,9 nuance,9 voix,9 Accès second tour,10 Sexe candidat,10 Nom candidat,10 Prénom candidat,10 Etiquette liste,10 nuance,10 voix,10 Accès second tour,11 Sexe candidat,11 Nom candidat,11 Prénom candidat,11 Etiquette liste,11 nuance,11 voix,11 Accès second tour,12 Sexe candidat,12 Nom candidat,12 Prénom candidat,12 Etiquette liste,12 nuance,12 voix,12 Accès second tour,13 Sexe candidat,13 Nom candidat,13 Prénom candidat,13 Etiquette liste,13 nuance,13 voix,13 Accès second tour,14 Sexe candidat,14 Nom candidat,14 Prénom candidat,14 Etiquette liste,14 nuance,14 voix,14 Accès second tour,15 Sexe candidat,15 Nom candidat,15 Prénom candidat,15 Etiquette liste,15 nuance,15 voix,15 Accès second tour,16 Sexe candidat,16 Nom candidat,16 Prénom candidat,16 Etiquette liste,16 nuance,16 voix,16 Accès second tour,17 Sexe candidat,17 Nom candidat,17 Prénom candidat,17 Etiquette liste,17 nuance,17 voix,17 Accès second tour,18 Sexe candidat,18 Nom candidat,18 Prénom candidat,18 Etiquette liste,18 nuance,18 voix,18 Accès second tour,19 Sexe candidat,19 Nom candidat,19 Prénom candidat,19 Etiquette liste,19 nuance,19 voix,19 Accès second tour,20 Sexe candidat,20 Nom candidat,20 Prénom candidat,20 Etiquette liste,20 nuance,20 voix,20 Accès second tour,21 Sexe candidat,21 Nom candidat,21 Prénom candidat,21 Etiquette liste,21 nuance,21 voix,21 Accès second tour,22 Sexe candidat,22 Nom candidat,22 Prénom candidat,22 Etiquette liste,22 nuance,22 voix,22 Accès second tour,23 Sexe candidat,23 Nom candidat,23 Prénom candidat,23 Etiquette liste,23 nuance,23 voix,23 Accès second tour,24 Sexe candidat,24 Nom candidat,24 Prénom candidat,24 Etiquette liste,24 nuance,24 voix,24 Accès second tour,25 Sexe candidat,25 Nom candidat,25 Prénom candidat,25 Etiquette liste,25 nuance,25 voix,25 Accès second tour,26 Sexe candidat,26 Nom candidat,26 Prénom candidat,26 Etiquette liste,26 nuance,26 voix,26 Accès second tour,,,,,,,,
67,BAS-RHIN,5,92990,54695,53104,1591,"58,82%",M,DUTTER,PATRICK,LUTTE OUVRIERE,EXG,788,N,M,HEMMERLE,ANDRE,PARTI COMMUNISTE FRANCAIS,COM,343,N,F,HAMMAN,CHRISTIANE,PARTI SOCIALISTE,SOC,7215,N,F,KRETZ,LAURE,POLE REPUBLICAIN,DVG,544,N,F,GARTNER,MICHELE,LES VERTS,ECO,1556,N,M,PIERRAT,CHRISTIAN,GENERATION ECOLOGIE,ECO,164,N,M,DANTZ,CHRISTIAN,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,846,N,M,HERTH,ANTOINE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,14242,O,M,BECKER,ALFRED,RASSEMBLEMENT POUR LA REPUBLIQUE,DVD,12895,O,M,JAEG,CHRISTIAN,SANS ETIQUETTE,DVD,420,N,M,SIMLER,GERARD,SANS ETIQUETTE,DVD,4726,N,M,SCHULZ,MICHEL,MOUVEMENT POUR LA FRANCE,DVD,408,N,M,COTELLE,CHRISTIAN,FRONT NATIONAL,FRN,7335,N,M,HAGER,CHRISTIAN,MOUVEMENT NATIONAL REPUBLICAIN,EXD,799,N,M,WAAG,FRANCOIS,REGIONS ET PEUPLES SOLIDAIRES,DIV,355,N,M,HURSTEL,CYRILLE,PARTI FEDERALISTE,DIV,209,N,M,FREIXINOS,REMI,SANS ETIQUETTE,DIV,259,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,BAS-RHIN,6,75284,46169,45054,1115,"61,33%",M,MEYER,JEAN,LUTTE OUVRIERE,EXG,513,N,M,DIMNET,GILLES,L.C.R. 100% A GAUCHE,EXG,384,N,M,FABACHER,J.PAUL,PARTI COMMUNISTE FRANCAIS,COM,455,N,F,ZUMSTEIN,MICHELE,PARTI SOCIALISTE,SOC,5836,N,F,ECKMANN,IRENE,POLE REPUBLICAIN,DVG,350,N,F,METZ,MIREILLE,LES VERTS,ECO,1553,N,M,GOEPFERT,BERNARD,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,693,N,M,FERRY,ALAIN,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,27318,N,F,TOMASI,NATHALIE,FRONT NATIONAL,FRN,6541,N,M,SCHILLING,DANIEL,ALSACE DEBOUT CONTRE L'INSECURITE ET L'IMMIGRATION,EXD,1221,N,F,PETERMANN,PASCALE,PARTI FEDERALISTE,DIV,190,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,BAS-RHIN,7,78653,46361,45120,1241,"58,94%",F,TRAORE,A.MARIE,LUTTE OUVRIERE,EXG,555,N,F,LOHR,SYLVIE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,512,N,M,DUDT,JACKY,PARTI COMMUNISTE FRANCAIS,COM,426,N,M,OLSZAK,NICOLAS,PARTI SOCIALISTE,SOC,7154,N,M,FICHTER,MATHIEU,LES VERTS,ECO,1405,N,M,HOPPE,ROBERT,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,440,N,F,RETALI,MARYSE,LE TREFLE,ECO,528,N,M,BLESSIG,EMILE,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,24612,N,M,DUPAIX,PASCAL,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,401,N,M,KRAEMER,ANTOINE,FRONT NATIONAL,FRN,5792,N,M,WEESS,RENE,ALSACE DEBOUT CONTRE L'INSECURITE ET L'IMMIGRATION,EXD,3295,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,BAS-RHIN,8,68063,39590,38414,1176,"58,17%",F,GSELL,CATHERINE,LUTTE OUVRIERE,EXG,579,N,M,BLINDAUER,RALPH,PARTI COMMUNISTE FRANCAIS,COM,162,N,M,MAMMOSSER,PIERRE,PARTI SOCIALISTE,SOC,4997,N,M,REISS,STEPHANE,LES VERTS,ECO,1443,N,F,MARCHAL,COLETTE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,386,N,M,BAPST,H.PIERRE,LE TREFLE,ECO,479,N,M,LOOS,FRANCOIS,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,23211,N,M,LEMAIRE,FREDERIC,MOUVEMENT POUR LA FRANCE,DVD,284,N,M,FREUND,J.MARIE,FRONT NATIONAL,FRN,6000,N,M,WOLFF,BRUNO,REGIONS ET PEUPLES SOLIDAIRES,DIV,562,N,F,WAGNER,CATHERINE,PARTI FEDERALISTE,DIV,311,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,BAS-RHIN,9,97767,56488,55165,1323,"57,78%",M,BAUD-BERTHIER,MARC,LUTTE OUVRIERE,EXG,584,N,M,GUNAY,MURAT,PARTI COMMUNISTE FRANCAIS,COM,368,N,F,WITZMANN,LEILLA,PARTI SOCIALISTE,SOC,5067,N,M,GILLIG,J.DANIEL,POLE REPUBLICAIN,DVG,866,N,M,GARCIA,DENIS,SANS ETIQUETTE,DVG,2390,N,F,JENSEN,ISABELLE,LES VERTS,ECO,2101,N,F,BITTERLIN,CATHERINE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,426,N,M,KERN,CLAUDE,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,7421,N,M,SCHREINER,BERNARD,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,24042,O,F,BLANCHARD,JOCELYNE,MOUVEMENT POUR LA FRANCE,DVD,418,N,M,ALTHERR,J.CLAUDE,FRONT NATIONAL,FRN,7821,O,F,LEISER,MICHELE,ALSACE DEBOUT CONTRE L'INSECURITE ET L'IMMIGRATION,EXD,1594,N,M,BRESSE-FALK,DAMIEN,SANS ETIQUETTE,DIV,348,N,F,FREYSZ,SYLVIE,SANS ETIQUETTE,DIV,1451,N,M,MEYER,J.BENOIT,SANS ETIQUETTE,DIV,120,N,M,NEUMANN,GIL,SANS ETIQUETTE,DIV,148,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,HAUT-RHIN,1,68320,41169,40162,1007,"60,26%",M,ROUSSET,CHRISTIAN,LUTTE OUVRIERE,EXG,546,N,F,LODWITZ,ELIANE,PARTI COMMUNISTE FRANCAIS,COM,342,N,F,MARCHAL,MONIQUE,PARTI SOCIALISTE,SOC,8376,N,M,LAVARENNE,MATHIEU,POLE REPUBLICAIN,DVG,506,N,M,HILBERT,FREDERIC,LES VERTS,ECO,1395,N,M,PROBST,GERARD,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,564,N,F,COURTEVILLE,BRIGITTE,NOUVEAUX ECOLOGISTES,ECO,600,N,M,MEYER,GILBERT,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,20935,N,F,LACENTRA,LYDIA,MOUVEMENT POUR LA FRANCE,DVD,536,N,M,HAEBIG,BRUNO,FRONT NATIONAL,FRN,5031,N,M,BECKER,RENE,ALSACE DEBOUT CONTRE L'INSECURITE ET L'IMMIGRATION,EXD,1128,N,M,WISCHLEN,VINCENT,PARTI FEDERALISTE,DIV,203,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,HAUT-RHIN,2,71593,44110,42831,1279,"61,61%",F,MICHEA,VIVETTE,LUTTE OUVRIERE,EXG,547,N,M,BUECHER,GUY,PARTI COMMUNISTE FRANCAIS,COM,725,N,M,LOESS,JACQUES,PARTI RADICAL DE GAUCHE,PRG,4140,N,M,CIOFI,BRUNO,POLE REPUBLICAIN,DVG,1111,N,M,HARTMANN,CHRISTOPHE,LES VERTS,ECO,2841,N,F,PILLET,M.HELENE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,610,N,M,TALLES,ERIC,NOUVEAUX ECOLOGISTES,ECO,608,N,M,CHRIST,J.LOUIS,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,10119,O,M,HUSSHERR,PIERRE,POUR LA MAJORITE PRESIDENTIELLE,DVD,5498,O,M,DAESSLE,GUY,DIVERS DROITE,DVD,3926,N,M,SPEITEL,THIERRY,DIVERS DROITE,DVD,4518,N,M,HUSSER,CHRISTOPHE,MOUVEMENT POUR LA FRANCE,DVD,582,N,F,INGOLD,CHRISTIANE,FRONT NATIONAL,FRN,4346,N,M,CHATON,CHRISTIAN,ALSACE DEBOUT CONTRE L'INSECURITE ET L'IMMIGRATION,EXD,2782,N,M,MONNOT,DOMINIQUE,CHASSE PECHE NATURE ET TRADITIONS,DIV,237,N,M,TOSCANI,VINCENT,PARTI FEDERALISTE,DIV,241,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,HAUT-RHIN,3,78403,50405,49392,1013,"64,29%",F,DUBREUIL,M.MADELEINE,LUTTE OUVRIERE,EXG,481,N,F,PAOLI,MARTINE,PARTI COMMUNISTE FRANCAIS,COM,344,N,F,DIFFOR,MARTINE,PARTI SOCIALISTE,SOC,6813,N,M,EHRET,SEBASTIEN,POLE REPUBLICAIN,DVG,622,N,F,ABEILLE,LAURENCE,LES VERTS,ECO,1431,N,M,WAECHTER,ANTOINE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,1815,N,M,REITZER,J.LUC,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,29334,N,M,BINDER,PATRICK,FRONT NATIONAL,FRN,7033,N,M,ARNOLD,J.MARIE,ALSACE DEBOUT CONTRE L'INSECURITE ET L'IMMIGRATION,EXD,744,N,M,CLAUSS,PATRICK,REGIONS ET PEUPLES SOLIDAIRES,DIV,247,N,M,SCHNEBELEN,LAURENT,RASSEMBLEMENT DES CONTRIBUABLES FRANCAIS,DIV,409,N,F,REVENEAU,CLAIRE,PARTI FEDERALISTE,DIV,119,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,HAUT-RHIN,4,68865,41180,40509,671,"59,8%",M,PIRES SERRA,JOACHIM,LUTTE OUVRIERE,EXG,346,N,F,PERNOT,FABIENNE,PARTI SOCIALISTE,SOC,5314,O,M,CALMELS,J.LUC,POLE REPUBLICAIN,DVG,376,N,F,ARNOLD,FABIENNE,LES VERTS,ECO,1328,N,M,PLUSKOTA,JEAN,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,386,N,M,DELMOND,MAX,CITOYENNETE ACTION PARTICIPATION POUR LE 21E SIECLE,ECO,680,N,M,UEBERSCHLAG,JEAN,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,18706,O,M,STRIBY,FREDERIC,DIVERS DROITE,DVD,3245,N,M,CURAN,RENE,FRONT NATIONAL,FRN,4709,N,F,KNIBIHLER,YVETTE,ALSACE DEBOUT CONTRE L'INSECURITE ET L'IMMIGRATION,EXD,561,N,M,NEUNLIST,SERGE,PARTI FEDERALISTE,DIV,560,N,M,JOHANECK,J.LUC,DIVERS,DIV,4298,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,HAUT-RHIN,5,51774,31049,30577,472,"59,97%",F,RUCH,FRANCOISE,LUTTE OUVRIERE,EXG,343,N,M,HESTIN,JACQUES,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,324,N,M,SCHELLINGER,J.PIERRE,PARTI COMMUNISTE FRANCAIS,COM,270,N,M,BOCKEL,J.MARIE,PARTI SOCIALISTE,SOC,10507,O,M,BENLAKEHAL,KADER,DIVERS GAUCHE,DVG,105,N,M,HOFFMANN,GEORGES,DIVERS GAUCHE,DVG,121,N,M,SCHIEBER,THIERRY,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,877,N,M,WEBER,J.JACQUES,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,3162,N,F,GROSSKOST,ARLETTE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,8756,O,M,EHLINGER,RENE-ALBERT,MOUVEMENT POUR LA FRANCE,DVD,193,N,F,BINDER,MARTINE,FRONT NATIONAL,FRN,3135,N,M,FREULET,GERARD,ALSACE DEBOUT CONTRE L'INSECURITE ET L'IMMIGRATION,EXD,2683,N,M,HODBERT,FRANCIS,PARTI FEDERALISTE,DIV,68,N,M,PORRO,VINCENT,INDEPENDANT,DIV,33,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,HAUT-RHIN,6,70648,40213,39145,1068,"56,92%",F,ROLANDEZ,CHRISTIANE,LUTTE OUVRIERE,EXG,883,N,M,METZGER,HENRI,"ALTERNATIFS (SOLIDARITE, ECOLOGIE, GAUCHE ALTERNATIVE)",EXG,709,N,M,DOUCET,DANIEL,PARTI COMMUNISTE FRANCAIS,COM,1144,N,M,BOEGLIN,EDOUARD,POLE REPUBLICAIN,DVG,1168,N,F,SONZOGNI,DJAMILA,LES VERTS,ECO,6913,N,M,BITTERLIN,JEAN,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,878,N,M,HILLMEYER,FRANCIS,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,17869,O,F,HALLER,CECILE,FRONT NATIONAL,FRN,7190,O,M,GROSS,THIERRY,ALSACE DEBOUT CONTRE L'INSECURITE ET L'IMMIGRATION,EXD,2189,N,F,SEIFERT,EDITH,PARTI FEDERALISTE,DIV,202,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,HAUT-RHIN,7,71089,43776,42744,1032,"61,58%",M,SENSE,AIME,LUTTE OUVRIERE,EXG,883,N,F,PETER,NADIA,PARTI COMMUNISTE FRANCAIS,COM,701,N,M,BAEUMLER,J.PIERRE,PARTI SOCIALISTE,SOC,13949,O,M,CHATEAUDON,J.LUC,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,1660,N,M,SORDI,MICHEL,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,16617,O,M,BROCHART,HERVE,MOUVEMENT POUR LA FRANCE,DVD,484,N,F,BENOIT,JACQUELINE,FRONT NATIONAL,FRN,6416,N,M,RUDOLF,GABRIEL,ALSACE DEBOUT CONTRE L'INSECURITE ET L'IMMIGRATION,EXD,1801,N,F,MAYEUR,FRANCINE,PARTI FEDERALISTE,DIV,233,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,1,54623,36413,35957,456,"66,66%",M,CROUZET,J.PAUL,PARTI DES TRAVAILLEURS,EXG,113,N,F,PERNIN,M. CHRISTINE,LUTTE OUVRIERE,EXG,348,N,F,NEUMEYER,MARYSE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,544,N,F,DECRIAUD,JANINE,PARTI COMMUNISTE FRANCAIS,COM,686,N,M,TOURAINE,J.LOUIS,PARTI SOCIALISTE,SOC,11171,O,F,CHARNAY DUFOURT,MARIE,POLE REPUBLICAIN,DVG,437,N,F,REVENAT,JOELLE,GENERATION ECOLOGIE,ECO,217,N,F,KIRCHNER,A.LISE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,288,N,F,URBAIN,BERTHE,LE TREFLE,ECO,354,N,F,ISAAC SIBILLE,BERNADETTE,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,4351,N,F,COMPARINI,A.MARIE,UNION POUR LA DEMOCRATIE FRANCAISE,UMP,11536,O,F,BOULOT,M.LAURE,UNION POUR LA MAJORITE PRESIDENTIELLE,DVD,843,N,M,PERRAS,FRANCOIS,ROYALISTE,DVD,44,N,F,LENGELE ,CORINNE,FRONT NATIONAL,FRN,4557,N,F,FILLAUDEAU,CHRISTIANE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,194,N,F,MARIAN,HELENE,RESEAU NOUVELLE DONNE,DIV,159,N,M,CHRISTOPHE,PHILIPPE,CONCORDAT CITOYEN,DIV,115,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,2,62892,43218,42750,468,"68,72%",F,COUZON,ARLETTE,LUTTE OUVRIERE,EXG,348,N,F,CAHOUET,MARYLENE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1106,N,M,LEVEQUE,LOUIS,PARTI COMMUNISTE FRANCAIS,COM,841,N,F,ARNAL,KATIA,POLE REPUBLICAIN,DVG,501,N,M,IDRISSI,DOMAR,DIVERS,DVG,291,N,M,BUNA,GILLES,LES VERTS,ECO,13695,O,M,BOUGUIN,MICHEL,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,332,N,F,LUCA DE,MARIE,LE TREFLE,ECO,415,N,M,CHEYNET,VINCENT,ECOLOGISTE,ECO,301,N,M,TROUILLAS,PAUL,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,1034,N,M,HAMELIN,EMMANUEL,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,15487,O,M,NARDONE,AMAURY,MAJORITE PRESIDENTIELLE,DVD,3899,N,F,PEYREROL,M.ANTOINETTE,ROYALISTE,DVD,47,N,M,ROSSET,ALBERT,FRONT NATIONAL,FRN,3743,N,M,BLAIN,MARCEL,MOUVEMENT NATIONAL REPUBLICAIN,EXD,167,N,M,FOUILLAND,CEDRIC,RESEAU NOUVELLE DONNE,DIV,200,N,F,DUPERRAY,M.CLAIRE,SANS ETIQUETTE,DIV,0,N,M,BEAUFILS,YVAN,SANS ETIQUETTE,DIV,0,N,M,CEDAT,CHRISTOPHE,SANS ETIQUETTE,DIV,205,N,M,MANGEOT,GUILLAUME,CONCORDAT CITOYEN,DIV,138,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,3,57264,38666,38217,449,"67,52%",F,DODGE,DEBORAH,PARTI DES TRAVAILLEURS,EXG,76,N,M,MESTRES,GEORGES,LUTTE OUVRIERE,EXG,322,N,M,BUISSON,MICHEL,SOLIDARITE ECOLOGIE GAUCHE ALTERNATIVE,EXG,137,N,M,FLORIS,GUILLAUME,A GAUCHE AUTREMENT,EXG,737,N,M,HELAL,KARIM,PARTI COMMUNISTE FRANCAIS,COM,991,N,F,ROMAGNAN,BARBARA,PARTI SOCIALISTE,SOC,11588,O,F,SANCHEZ,VERONIQUE,POLE REPUBLICAIN,DVG,560,N,F,GARCIA,MARIELLE,GENERATION ECOLOGIE,ECO,150,N,F,BAUDRY,SUZANNE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,287,N,F,PERALDI,JACQUELINE,LE TREFLE,ECO,367,N,M,DUBERNARD,J.MICHEL,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,13904,O,F,JOUVE,VERONIQUE,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,1341,N,M,LOUIS,PATRICK,SANS ETIQUETTE,DVD,2816,N,M,FOYARD,JEAN,ROYALISTE,DVD,61,N,F,CHICARD,PATRICIA,FRONT NATIONAL,FRN,4325,N,F,FAYEL,CHRISTIANE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,263,N,M,VINCENT,ERIC,RESEAU NOUVELLE DONNE,DIV,143,N,M,LAFOND,ERIC,CONCORDAT CITOYEN,DIV,149,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,4,63750,44547,44002,545,"69,88%",F,CAIRON,MURIEL,PARTI DES TRAVAILLEURS,EXG,89,N,F,LECLET,FRANCOISE,LUTTE OUVRIERE,EXG,306,N,M,CREUS,ARMAND,A GAUCHE AUTREMENT,EXG,507,N,F,TISSERAND,NICOLE,PARTI COMMUNISTE FRANCAIS,COM,697,N,F,BOUTET CASTRO,L.ANNE,POLE REPUBLICAIN,DVG,746,N,M,HEMON,PIERRE,LES VERTS,ECO,11217,O,M,RASKIN,EMMANUEL,GENERATION ECOLOGIE,ECO,282,N,M,VARELLO,MARCEL,LE TREFLE,ECO,360,N,M,WALTHER,CHARLES,MOUVEMENT HOMMES ANIMAUX NATURE,ECO,152,N,M,PHILIP,CHRISTIAN,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,16472,O,F,CHEVASSUS,NICOLE,MAJORITE PRESIDENTIELLE,DVD,7814,N,F,DANVE,EVELYNE,UNION ROYALISTE,DVD,63,N,M,MOSCHETTO,BRUNO,RASSEMBLEMENT POUR LA FRANCE,DVD,254,N,F,GRACIEN,CLAUDINE,FRONT NATIONAL,FRN,4375,N,F,MAURY,JOSETTE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,284,N,M,MINOT,CLAUDE,GIP - DEMOCRATIE ACTIVE,DIV,25,N,F,MOREL,ISABELLE,RESEAU NOUVELLE DONNE,DIV,199,N,F,COVACHO,EDITH,CONCORDAT CITOYEN,DIV,160,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,5,79104,53618,53011,607,"67,78%",M,BONNETAIN,CHRISTIAN,PARTI DES TRAVAILLEURS,EXG,84,N,F,CHAMBON,A.MARIE,LUTTE OUVRIERE,EXG,373,N,F,RAPPILLARD,MARTINE,A GAUCHE AUTREMENT,EXG,751,N,F,JORAND,MADELEINE,PARTI COMMUNISTE FRANCAIS,COM,1086,N,F,MAILLER,FRANCOISE,PARTI RADICAL DE GAUCHE,PRG,11440,O,F,MALE,LAURENCE,POLE REPUBLICAIN,DVG,560,N,M,TERRIER,JEROME,SANS ETIQUETTE,DVG,31,N,F,FICHARD,BRIGITTE,GENERATION ECOLOGIE,ECO,258,N,M,DEBOUT,MARC,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,349,N,F,TUILLIERE,JOSETTE,LE TREFLE,ECO,554,N,M,VESCO,GILLES,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,6201,N,M,COCHET,PHILIPPE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,16879,O,M,MEYER,JACQUES,SANS ETIQUETTE,DVD,5308,N,F,GARDON CHEMAIN,AGNES,SANS ETIQUETTE,DVD,1898,N,M,KAHLOUCHE,VINCENT,RASSEMBLEMENT POUR LA FRANCE,DVD,126,N,F,PENFENTENYO DE ,M.CHRISTINE,FRONT NATIONAL,FRN,6323,N,M,CHABAUD,MICHEL,MOUVEMENT NATIONAL REPUBLICAIN,EXD,331,N,M,FRECON,GUY,ENERGIES DEMOCRATES,DIV,459,N,M,SIMONET,PHILIPPE,PARTI DES SOCIOPROFESSIONNELS,DIV,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
