Code département,département,circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation (%),1 Sexe candidat,1 Nom candidat,1 Prénom candidat,1 Etiquette liste,1 nuance,1 voix,1 Accès second tour,2 Sexe candidat,2 Nom candidat,2 Prénom candidat,2 Etiquette liste,2 nuance,2 voix,2 Accès second tour,3 Sexe candidat,3 Nom candidat,3 Prénom candidat,3 Etiquette liste,3 nuance,3 voix,3 Accès second tour,4 Sexe candidat,4 Nom candidat,4 Prénom candidat,4 Etiquette liste,4 nuance,4 voix,4 Accès second tour,5 Sexe candidat,5 Nom candidat,5 Prénom candidat,5 Etiquette liste,5 nuance,5 voix,5 Accès second tour,6 Sexe candidat,6 Nom candidat,6 Prénom candidat,6 Etiquette liste,6 nuance,6 voix,6 Accès second tour,7 Sexe candidat,7 Nom candidat,7 Prénom candidat,7 Etiquette liste,7 nuance,7 voix,7 Accès second tour,8 Sexe candidat,8 Nom candidat,8 Prénom candidat,8 Etiquette liste,8 nuance,8 voix,8 Accès second tour,9 Sexe candidat,9 Nom candidat,9 Prénom candidat,9 Etiquette liste,9 nuance,9 voix,9 Accès second tour,10 Sexe candidat,10 Nom candidat,10 Prénom candidat,10 Etiquette liste,10 nuance,10 voix,10 Accès second tour,11 Sexe candidat,11 Nom candidat,11 Prénom candidat,11 Etiquette liste,11 nuance,11 voix,11 Accès second tour,12 Sexe candidat,12 Nom candidat,12 Prénom candidat,12 Etiquette liste,12 nuance,12 voix,12 Accès second tour,13 Sexe candidat,13 Nom candidat,13 Prénom candidat,13 Etiquette liste,13 nuance,13 voix,13 Accès second tour,14 Sexe candidat,14 Nom candidat,14 Prénom candidat,14 Etiquette liste,14 nuance,14 voix,14 Accès second tour,15 Sexe candidat,15 Nom candidat,15 Prénom candidat,15 Etiquette liste,15 nuance,15 voix,15 Accès second tour,16 Sexe candidat,16 Nom candidat,16 Prénom candidat,16 Etiquette liste,16 nuance,16 voix,16 Accès second tour,17 Sexe candidat,17 Nom candidat,17 Prénom candidat,17 Etiquette liste,17 nuance,17 voix,17 Accès second tour,18 Sexe candidat,18 Nom candidat,18 Prénom candidat,18 Etiquette liste,18 nuance,18 voix,18 Accès second tour,19 Sexe candidat,19 Nom candidat,19 Prénom candidat,19 Etiquette liste,19 nuance,19 voix,19 Accès second tour,20 Sexe candidat,20 Nom candidat,20 Prénom candidat,20 Etiquette liste,20 nuance,20 voix,20 Accès second tour,21 Sexe candidat,21 Nom candidat,21 Prénom candidat,21 Etiquette liste,21 nuance,21 voix,21 Accès second tour,22 Sexe candidat,22 Nom candidat,22 Prénom candidat,22 Etiquette liste,22 nuance,22 voix,22 Accès second tour,22 Pourcentage aux exprimés
86,VIENNE,4,75948,43012,42059,953,"56,63%",M,VILLERET,PATRICE,LUTTE OUVRIÈRE,EXG,400,N,M,BARAUDON,PIERRE,FRONT DE GAUCHE,FDG,2694,N,M,LEVEQUE,DOMINIQUE,MOUVEMENT RÉPUBLICAIN ET CITOYEN,DVG,336,N,M,MICHAUD,CHRISTIAN,SOCIALISTE DISSIDENT,DVG,7483,N,F,MASSONNEAU,VÉRONIQUE,EUROPE-ECOLOGIE-LES VERTS (SOUTIEN PS),ECO,8404,O,M,MICHEL,PASCAL,CAP 21,ECO,138,N,F,TILLET,DAVID,LE TRÈFLE - LES NOUVEAUX ECOLOGISTES,ECO,520,N,F,SILVESTRE,FRANÇOISE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,162,N,M,TURQUOIS,NICOLAS,LE CENTRE POUR LA FRANCE,MODEM,1099,N,M,ABELIN,JEAN-PIERRE,NOUVEAU CENTRE,NouvC,14195,O,M,FOUQUENET,PIERRE-CLAUDE,MOUVEMENT POUR LA FRANCE,DVD,270,N,M,CASSIM,SADIK,DEBOUT LA RÉPUBLIQUE,DVD,200,N,M,AUDEBERT,ERIC,RASSEMBLEMENT BLEU MARINE,FRN,6158,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,HAUTE-VIENNE,1,84652,51359,50183,1176,"60,67%",F,FAUCON,ELISABETH,LUTTE OUVRIÈRE,EXG,371,N,F,TOULET,CLAUDE,FRONT DE GAUCHE,FDG,5635,N,M,RODET,ALAIN,PARTI SOCIALISTE,SOC,24747,O,M,TESCHER,DIDIER,EUROPE-ECOLOGIE-LES VERTS,ECO,2031,N,M,RANC,JEAN-LOUIS,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,515,N,F,RIVET,NADINE,LE CENTRE POUR LA FRANCE,MODEM,1254,N,F,PRÉVOT-SOLA,FLORENCE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,8637,O,F,FOUCAULT,MARIE-BÉNÉDICTE,PARTI CHRÉTIEN-DÉMOCRATE,DVD,497,N,F,SERRE,NICOLE,RASSEMBLEMENT BLEU MARINE,FRN,6496,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,HAUTE-VIENNE,2,96680,61593,60148,1445,"63,71%",F,ROUSSIE,CLAUDINE,LUTTE OUVRIÈRE,EXG,383,N,F,DUMASDELAGE,MARIE-JOSÉ,FRONT DE GAUCHE,FDG,6925,N,M,BOISSERIE,DANIEL,PARTI SOCIALISTE,SOC,28844,O,F,LABAT,MARIE,EUROPE-ECOLOGIE-LES VERTS,ECO,2171,N,M,LECHEVALLIER,CHRISTOPHE,LE CENTRE POUR LA FRANCE,MODEM,1701,N,M,PEYRONNET,FRÉDÉRICK,UNION POUR UN MOUVEMENT POPULAIRE,UMP,12377,O,M,VINOUR,PATRICK,DEBOUT LA RÉPUBLIQUE,DVD,711,N,M,VIDAUD,YANNICK,RASSEMBLEMENT BLEU MARINE,FRN,7036,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,HAUTE-VIENNE,3,83525,51980,50866,1114,"62,23%",M,MOURNETAS,DANIEL,LUTTE OUVRIÈRE,EXG,353,N,M,CLEREMBAUX,DANIEL,GAUCHE ALTERNATIVE 2012,EXG,4237,N,F,BEAUBATIE,CATHERINE,PARTI SOCIALISTE,SOC,17080,O,F,BOULESTIN,MONIQUE,SOCIALISTE DISSIDENTE,DVG,7947,N,F,JEANNOT-PAGÈS,GHISLAINE,EUROPE-ECOLOGIE-LES VERTS,ECO,1187,N,M,HERVÉ,PHILIPPE,LE TRÈFLE - LES NOUVEAUX ECOLOGISTES,ECO,743,N,M,GABOUTY,JEAN-MARC,PARTI RADICAL,PRV,12501,O,F,FOUCAULT,CONSTANCE,PARTI CHRÉTIEN-DÉMOCRATE,DVD,739,N,F,LAPORTE,CATHERINE,RASSEMBLEMENT BLEU MARINE,FRN,6079,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,VOSGES,1,76603,45084,44033,1051,"58,85%",F,ABBOT,EVELYNE,LUTTE OUVRIÈRE,EXG,306,N,F,LAURENT,FANNY,NOUVEAU PARTI ANTICAPITALISTE,EXG,210,N,M,GEHIN,VINCENT,FRONT DE GAUCHE,FDG,2069,N,M,HUGUENOT,FRANÇOIS-XAVIER,SOCIALISTE DISSIDENT,DVG,8948,O,M,BILOT,GILLES,EUROPE-ECOLOGIE-LES VERTS (SOUTIEN PS),ECO,6024,N,M,PARMENTIER,BERTRAND,LE CENTRE POUR LA FRANCE,MODEM,797,N,M,HEINRICH,MICHEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,18276,O,M,DENISOT,CLAUDE,DEBOUT LA RÉPUBLIQUE,DVD,694,N,M,GROSSE-CRUCIANI,JORDAN,RASSEMBLEMENT BLEU MARINE,FRN,6709,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,VOSGES,2,74268,44919,44038,881,"60,48%",M,BALU,JACQUES,LUTTE OUVRIÈRE,EXG,273,N,F,BALLET,FRANCE,NOUVEAU PARTI ANTICAPITALISTE,EXG,191,N,F,BLAISE,SANDRA,FRONT DE GAUCHE,FDG,1780,N,M,LANG,JACK,PARTI SOCIALISTE,SOC,16515,O,M,NIEZGODA,FABIEN,EUROPE-ECOLOGIE-LES VERTS,ECO,871,N,M,THIÉBAUT,EMMANUEL,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,437,N,M,HENRIOT,JESSICA,LE CENTRE POUR LA FRANCE,MODEM,725,N,M,CHERPION,GÉRARD,UNION POUR UN MOUVEMENT POPULAIRE,UMP,15567,O,M,JALKH,JEAN-FRANÇOIS,RASSEMBLEMENT BLEU MARINE,FRN,7679,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,VOSGES,3,66793,41194,40386,808,"61,67%",F,USSELMANN,DENISE,LUTTE OUVRIÈRE,EXG,165,N,M,BOUVIER,SÉBASTIEN,NOUVEAU PARTI ANTICAPITALISTE,EXG,344,N,M,CHOLEZ,DOMINIQUE,FRONT DE GAUCHE,FDG,1294,N,F,CALAIS,ELISE,PARTI SOCIALISTE,SOC,13943,O,F,SCHAFF,CLAIRE,MOUVEMENT ÉCOLOGISTE INDÉPENDANT,ECO,697,N,M,GREMILLET,FRANÇOIS,LE CENTRE POUR LA FRANCE,MODEM,660,N,M,VANNSON,FRANÇOIS,UNION POUR UN MOUVEMENT POPULAIRE,UMP,16408,O,M,DUBOUIS,FRÉDÉRIC,SANS ÉTIQUETTE,DVD,672,N,F,LE TENNIER,BÉATRICE,DEBOUT LA RÉPUBLIQUE,DVD,349,N,F,SEMBACH,RACHEL,RASSEMBLEMENT BLEU MARINE,FRN,5785,N,M,BAZIN,BERNARD,PARTI POPULAIRE FRANÇAIS,EXD,69,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,VOSGES,4,67906,42240,41393,847,"62,2%",M,COLAS,MAURICE,PARTI OUVRIER INDÉPENDANT,EXG,203,N,F,BAILLY,CAMILLE,LUTTE OUVRIÈRE,EXG,169,N,F,GAY,FRANCINE,NOUVEAU PARTI ANTICAPITALISTE,EXG,140,N,F,VOYEN,AUDREY,FRONT DE GAUCHE,FDG,1545,N,M,FRANQUEVILLE,CHRISTIAN,PARTI SOCIALISTE,SOC,15311,O,F,LAMAZE,FLORENCE,EUROPE-ECOLOGIE-LES VERTS,ECO,1279,N,M,GAULTIER,JEAN-JACQUES,UNION POUR UN MOUVEMENT POPULAIRE,UMP,14787,O,F,ALLANE,JOCELYNE,NOUVEAU CENTRE,NouvC,931,N,M,THIRIET,JACQUES,DEBOUT LA RÉPUBLIQUE,DVD,401,N,F,BUCHMANN,LOUISE,RASSEMBLEMENT BLEU MARINE,FRN,6260,N,M,MANGIN,JEAN-MARIE,SOLIDARITÉ ET PROGRÈS,DIV,367,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,YONNE,1,78339,47187,46521,666,"60,23%",F,DELORME,FABIENNE,LUTTE OUVRIÈRE,EXG,244,N,F,ASSEGOND,NICOLE,NOUVEAU PARTI ANTICAPITALISTE,EXG,263,N,M,RAYMONT,ALAIN,FRONT DE GAUCHE,FDG,2385,N,M,FEREZ,GUY,PARTI SOCIALISTE,SOC,16631,O,F,NAVARRE,MAUD,EUROPE-ECOLOGIE-LES VERTS,ECO,2078,N,M,BÉHÉREC,BERNARD,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,180,N,M,RIGOLAT,JOËL,LE CENTRE POUR LA FRANCE,MODEM,81,N,M,LARRIVÉ,GUILLAUME,UNION POUR UN MOUVEMENT POPULAIRE,UMP,16015,O,F,BONTEMPS,MARIE-JEANNE,MOUVEMENT POUR LA FRANCE,DVD,285,N,F,SIGAUT,MARION,DEBOUT LA RÉPUBLIQUE,DVD,550,N,M,JACOB,RICHARD,RASSEMBLEMENT BLEU MARINE,FRN,7809,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,YONNE,2,77710,46904,46197,707,"60,36%",F,DUMONT,AUDREY,LUTTE OUVRIÈRE,EXG,319,N,M,PLAUTZ,RAYMOND,NOUVEAU PARTI ANTICAPITALISTE,EXG,233,N,F,MILLET,MARTINE,FRONT DE GAUCHE,FDG,2567,N,M,CAULLET,JEAN-YVES,PARTI SOCIALISTE,SOC,16027,O,M,GUÉRET,THOMAS,EUROPE-ECOLOGIE-LES VERTS,ECO,1293,N,M,ROLLAND,JEAN-MARIE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,13618,O,M,GENDRAUD,PATRICK,NOUVEAU CENTRE,NouvC,3836,N,F,HANSE,JULIE,DEBOUT LA RÉPUBLIQUE,DVD,540,N,M,DASSIÉ,CLAUDE,RASSEMBLEMENT BLEU MARINE,FRN,7402,N,M,KOTOUJANSKY,JACQUES,SANS ÉTIQUETTE,EXD,362,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,YONNE,3,89161,52079,51312,767,"58,41%",F,SCANIGLIA-KERMIN,ANNIE,PARTI OUVRIER INDÉPENDANT,EXG,142,N,F,PUGET,JOCELYNE,LUTTE OUVRIÈRE,EXG,233,N,M,LEME,MICHEL,NOUVEAU PARTI ANTICAPITALISTE,EXG,249,N,F,DELION,ELODIE,FRONT DE GAUCHE,FDG,1592,N,M,SORET,NICOLAS,PARTI SOCIALISTE,SOC,14393,O,M,PARIS,DANIEL,PARTI RADICAL DE GAUCHE,PRG,4311,N,F,SANGUINET-TONNERRE,MARYSE,MOUVEMENT ÉCOLOGISTE INDÉPENDANT,ECO,323,N,M,ROUSSEL,JEAN,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,341,N,F,FORT,MARIE-LOUISE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,18837,O,M,SERRÉ,GÉRARD,DEBOUT LA RÉPUBLIQUE,DVD,526,N,M,FERRAND,EDOUARD,RASSEMBLEMENT BLEU MARINE,FRN,9883,N,M,GOLLIARD,MICHEL,UNION DE LA DROITE NATIONALE,EXD,482,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,TERRITOIRE-DE-BELFORT,1,47187,28539,28133,406,"60,48%",F,PETITOT,CHRISTIANE,LUTTE OUVRIÈRE,EXG,170,N,M,RAMBUR,JACQUES,FRONT DE GAUCHE,FDG,1145,N,F,FORCINAL,ANNE-MARIE,PARTI SOCIALISTE,SOC,8822,O,M,MEFTAH EL KHAIR,SAÏD,PARTI RADICAL DE GAUCHE,PRG,293,N,F,PEDROCCHI,EVA,EUROPE-ECOLOGIE-LES VERTS,ECO,936,N,M,ROUSSELET,RENAUD,LE CENTRE POUR LA FRANCE,MODEM,667,N,M,MESLOT,DAMIEN,UNION POUR UN MOUVEMENT POPULAIRE,UMP,11318,O,M,MURINGER,JEAN-CHRISTOPHE,DEBOUT LA RÉPUBLIQUE,DVD,239,N,M,ARCHAMBAULT,MARC,RASSEMBLEMENT BLEU MARINE,FRN,4298,N,M,CRETIN,GÉRARD,UNION DE LA DROITE NATIONALE,EXD,245,N,M,DOMIN,CLAUDE,SANS ÉTIQUETTE,DIV,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,TERRITOIRE-DE-BELFORT,2,47779,28539,28024,515,"59,73%",M,PHEULPIN,JEAN-MARIE,LUTTE OUVRIÈRE,EXG,225,N,M,MARCET,OLIVIER,NOUVEAU PARTI ANTICAPITALISTE,EXG,200,N,M,PETITJEAN,EMMANUEL,FRONT DE GAUCHE,FDG,1377,N,M,DOMIN,GABRIELLE,PARTI RADICAL DE GAUCHE,PRG,0,N,M,BUTZBACH,ETIENNE,MOUVEMENT RÉPUBLICAIN ET CITOYEN (SOUTIEN PS),DVG,8403,O,F,FLEURY,MARIE-JOSÉ,SOCIALISTE DISSIDENTE,DVG,1862,N,M,JEUDY,VINCENT,EUROPE-ECOLOGIE-LES VERTS,ECO,1163,N,M,ZUMKELLER,MICHEL,PARTI RADICAL,PRV,8502,O,M,MESSIN,JEAN-CHRISTOPHE,LE CENTRE POUR LA FRANCE,MODEM,778,N,F,ROY,ISABELLE,RASSEMBLEMENT BLEU MARINE,FRN,4921,N,M,BOUHMADOU,BACHIR,RÉSISTANCE CITOYENNE,DIV,593,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ESSONNE,1,70325,34638,34071,567,"49,25%",F,DANQUIGNY,CHRISTINE,PARTI OUVRIER INDÉPENDANT,EXG,71,N,M,CAMONIN,JEAN,LUTTE OUVRIÈRE,EXG,179,N,M,COUVIDAT,FRANCIS,NOUVEAU PARTI ANTICAPITALISTE,EXG,233,N,M,RABATE,ULYSSE,FRONT DE GAUCHE,FDG,2648,N,M,VALLS,MANUEL,PARTI SOCIALISTE,SOC,16559,O,F,VALERO,DANIELLE,EUROPE-ECOLOGIE-LES VERTS,ECO,1389,N,M,MAHBOULI,FADHEL,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,217,N,M,GERING,JACQUES,LE CENTRE POUR LA FRANCE,MODEM,680,N,F,DE OLIVEIRA,CRISTELA,UNION POUR UN MOUVEMENT POPULAIRE,UMP,6651,O,F,SRHIR,MARIANNE,DEBOUT LA RÉPUBLIQUE,DVD,396,N,M,BRAY,JEAN-PIERRE,RASSEMBLEMENT BLEU MARINE,FRN,4588,N,M,CHABBI,MOHAMED,PARTI UNITAIRE RÉPUBLICAIN,DIV,270,N,M,PREVOT,MORVAN,PARTI PIRATE,DIV,85,N,M,VIVREL,ARNAUD,SOLIDARITÉ ET PROGRÈS,DIV,105,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ESSONNE,2,87370,51618,51127,491,"59,08%",F,LEFEBVRE,RÉGINE,PARTI OUVRIER INDÉPENDANT,EXG,92,N,M,CASTELLANI,ORAZIO,LUTTE OUVRIÈRE,EXG,127,N,F,NOWERSZTERN,ESTER,NOUVEAU PARTI ANTICAPITALISTE,EXG,145,N,M,JOUSSET,FRANÇOIS,FRONT DE GAUCHE,FDG,2826,N,F,PERIE,BÉATRICE,PARTI SOCIALISTE,SOC,14780,O,M,GUIOMAR,XAVIER,EUROPE-ECOLOGIE-LES VERTS,ECO,1476,N,F,MAILLAT,DANIÈLE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,376,N,F,CHEININE-FEUVRAIS,ANNIE,LE CENTRE POUR LA FRANCE,MODEM,961,N,M,MARLIN,FRANCK,UNION POUR UN MOUVEMENT POPULAIRE,UMP,21212,O,M,REYNAUD,ERIC,SANS ÉTIQUETTE,DVD,888,N,M,PORRY,JEAN-LOUIS,DEBOUT LA RÉPUBLIQUE,DVD,455,N,M,SAILLEAU,FRANCK,RASSEMBLEMENT BLEU MARINE,FRN,7455,N,M,LENNE,ALEXIS,PARTI DU VOTE BLANC,DIV,334,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ESSONNE,3,92141,54485,53837,648,"59,13%",F,BOISSIERE,NADÈGE,PARTI OUVRIER INDÉPENDANT,EXG,130,N,F,LOPES-VENOT,JOËLLE,LUTTE OUVRIÈRE,EXG,200,N,F,ROËDER GRYSON,LAURENCE,NOUVEAU PARTI ANTICAPITALISTE,EXG,252,N,M,CAMO,PHILIPPE,FRONT DE GAUCHE,FDG,3775,N,M,POUZOL,MICHEL,PARTI SOCIALISTE,SOC,17325,O,M,GUSTAVE,STEEVY,EUROPE-ECOLOGIE-LES VERTS,ECO,4105,N,F,LAMISCARRE,BERNADETTE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,663,N,M,MEARY,NICOLAS,LE CENTRE POUR LA FRANCE,MODEM,2191,N,F,COLOT,GENEVIÈVE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,15541,O,F,LEGOFF,SOPHIE,DEBOUT LA RÉPUBLIQUE,DVD,1020,N,F,ANDRIEU,FRANÇOISE,RASSEMBLEMENT BLEU MARINE,FRN,8635,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ESSONNE,4,92245,57089,56523,566,"61,89%",M,LEBRETON,OLIVIER,LUTTE OUVRIÈRE,EXG,187,N,F,ZANETTE,MÉLISSA,NOUVEAU PARTI ANTICAPITALISTE,EXG,146,N,F,BARDY,DOMINIQUE,FRONT DE GAUCHE,FDG,2977,N,M,THOMAS,OLIVIER,PARTI SOCIALISTE,SOC,20512,O,M,BOURICHI,MOHAMED,EMERGENCE,DVG,296,N,M,SERNA,JACQUES-LUCIEN,EUROPE-ECOLOGIE-LES VERTS,ECO,1565,N,M,LACOMBE,ALEX,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,359,N,F,NGUYEN,GABRIELLE,LE CENTRE POUR LA FRANCE,MODEM,1050,N,F,KOSCIUSKO-MORIZET,NATHALIE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,22302,O,F,CROIZET,MARTINE,DEBOUT LA RÉPUBLIQUE,DVD,474,N,F,DUPIN,BRIGITTE,RASSEMBLEMENT BLEU MARINE,FRN,6436,N,M,DERRE,ALDRIC,UNION DE LA DROITE NATIONALE,EXD,219,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ESSONNE,5,66683,42308,41903,405,"63,45%",M,CHABOUSSANT,GRÉGORY,PARTI OUVRIER INDÉPENDANT,EXG,80,N,M,PAXION,DIDIER,LUTTE OUVRIÈRE,EXG,109,N,F,GROSMAIRE,ANGÉLIQUE,NOUVEAU PARTI ANTICAPITALISTE,EXG,124,N,M,LASCHON,GILLES,FRONT DE GAUCHE,FDG,2552,N,F,OLIVIER,MAUD,PARTI SOCIALISTE,SOC,15637,O,M,LORIDANT,PAUL,MOUVEMENT RÉPUBLICAIN ET CITOYEN,DVG,1868,N,M,EL BARNOUSSI,CHOUKRI,EMERGENCE,DVG,352,N,F,DIGARD,MARIE-PIERRE,EUROPE-ECOLOGIE-LES VERTS,ECO,2065,N,M,SAMAIN,SERGE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,290,N,M,MORDEFROID,JEAN-PAUL,LE CENTRE POUR LA FRANCE,MODEM,1804,N,M,HOCQUARD,HERVÉ,UNION POUR UN MOUVEMENT POPULAIRE,UMP,13151,O,M,DURAND,CHRISTOPHE,CENTRE NATIONAL DES INDÉPENDANTS ET PAYSANS,DVD,216,N,M,HEROLD-CHARBONNEAUX,EMMANUEL,RÉPUBLIQUE SOLIDAIRE,DVD,135,N,M,DHONDT,FRANÇOIS,PARTI CHRÉTIEN-DÉMOCRATE,DVD,327,N,M,MIGNON,PATRICK,DEBOUT LA RÉPUBLIQUE,DVD,447,N,M,GUILLERMAIN,PIERRE,RASSEMBLEMENT BLEU MARINE,FRN,2732,N,M,HONTA,DIDIER,COLLECTIF RÉPUBLICAIN ET CITOYEN,DIV,14,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ESSONNE,6,76221,44801,44366,435,"58,78%",M,SAUTEREY,MARC,PARTI OUVRIER INDÉPENDANT,EXG,117,N,F,ABIET,CATHERINE,LUTTE OUVRIÈRE,EXG,157,N,F,JAN,COLETTE,FRONT DE GAUCHE,FDG,2977,N,M,LAMY,FRANÇOIS,PARTI SOCIALISTE,SOC,18016,O,M,HORSFALL,DAWARI,EMERGENCE,DVG,680,N,M,ROUYER,MICHEL,EUROPE-ECOLOGIE-LES VERTS,ECO,2207,N,M,BROSSOLLET,GUILLAUME,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,386,N,M,SAMSOEN,NICOLAS,PARTI RADICAL,PRV,5085,N,M,DE LASTEYRIE,GRÉGOIRE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,9650,O,M,GIRAUD,CÉDRIC,RASSEMBLEMENT BLEU MARINE,FRN,5091,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ESSONNE,7,71747,40294,39693,601,"56,16%",M,HOQUET,MARC,LUTTE OUVRIÈRE,EXG,163,N,M,ALLAIRE,CLAUDE,NOUVEAU PARTI ANTICAPITALISTE,EXG,152,N,M,AMARD,GABRIEL,FRONT DE GAUCHE,FDG,4437,N,M,GARCIA,FRANÇOIS,SOCIALISTE DISSIDENT,DVG,6396,N,F,SAS,EVA,EUROPE-ECOLOGIE-LES VERTS (SOUTIEN PS),ECO,8868,O,M,MERMINOD,EMMANUEL,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,498,N,M,VILLEMEUR,ALAIN,LE CENTRE POUR LA FRANCE,MODEM,922,N,F,BRIAND,FRANÇOISE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,7263,O,M,ROHO,OLIVIER,SANS ÉTIQUETTE,DVD,136,N,F,SPICHER-BERNIER,LAURENCE,UMP DISSIDENTE,DVD,3965,N,M,CHEKINI,BASHIR,RÉPUBLIQUE SOLIDAIRE,DVD,162,N,M,JAUGEAS,DANIEL,DEBOUT LA RÉPUBLIQUE,DVD,375,N,F,GUIBERT,AUDREY,RASSEMBLEMENT BLEU MARINE,FRN,6331,N,M,BAUD,FRÉDÉRIC,FRANCE FOLLE,DIV,25,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
